28-06-2018 01:01,"b""@Graham_Sargent1 Not convinced by that as Tunisia didn't get free-kicks in either instance. I will have to look at... https://t.co/RZc5utb4Ug"""
,
28-06-2018 00:27,b'Credit where its due - #VAR earned its place #KORGER #WorldCup'
,
28-06-2018 00:23,"b""MATCH REPORT: @carolecadwalla \n\nA long punt from Farage found it's way into the net with the aid of several deflect... https://t.co/xZlb5pgRDz"""
,
28-06-2018 00:11,b'If we R gonna use #VAR I want it used 2 send off any player who play acts the slightest touch looking for an oppone... https://t.co/sxXBSjv4fD'
,
28-06-2018 00:05,"b'I know Drake said ""Everybody get your Roll On "" in ""Nice For What "" but Neymar took it a bit too literally. Or mayb... https://t.co/AhOBlrtfML'"
,
27-06-2018 23:56,b'There should be a new quote: I hate you more than my brother hates VAR.  @henedersonn #VAR #VARisBullshit'
,
27-06-2018 23:49,b'Imagine this: #Chicharito scoring in the last second for #Mex. Ref goes to check the goal using the beautiful #VAR.... https://t.co/4CaG5oXmir'
,
27-06-2018 23:48,b'@StanCollymore Best thing VAR has been used for #FifaWorldCup2018 #VAR #ThreeLions'
,
27-06-2018 23:46,"b""It's definitely offside !\nBut, It can't be determined in human.\nsource : https://t.co/xTH4RUemhk\n #WorldCup... https://t.co/2S6kEH3yDw"""
,
27-06-2018 23:39,b'And the award for most valuable player goes to VAR #WorldCup  #ENG  #BEL #VAR #RussiaWorldCup2018 #Russia2018'
,
27-06-2018 23:30,"b'Get Going on Your #SocialSelling Strategy Now, Your Competitors Are - Teaching Old Dogs New by @techtionary ........ https://t.co/OSpVwdaTH5'"
,
27-06-2018 23:30,"b""It's definitely offside !\nBut, It can't be determined in human.\n #WorldCup #Germany  #Korea  #GERKOR  #VAR https://t.co/fUNjbWN6CT"""
,
27-06-2018 23:30,b'I love this game. #VAR\n#GERKOR  #KORGER #WorldCup #WorldCup2018'
,
27-06-2018 23:27,b'Dont mention the VAR! #WorldCupRussia2018 #VAR #germanyvskorea'
,
27-06-2018 23:20,b'Using #VAR when really needed.\n\n#VarIsBulslhit \n#ESPMAR\n#MARPOR\n#NGAARG \n#GERSWE\n#SUISRB https://t.co/iDr1W7WKFV'
,
27-06-2018 23:17,b'Fuck VAR and Fuck Love Island #Var #LoveIsIand #WorldCup18'
,
27-06-2018 23:14,"b'""We feel your pain.""\nSPSS warriors\n#VAR #WorldCup'"
,
27-06-2018 23:13,b'Loving the VAR at the #worldcup  hoping the players see their Oscar winning performances (basically cheating) rep... https://t.co/sOk8Hk0Mhk'
,
27-06-2018 23:13,"b'All this talk about #VAR, should we have it? shouldnt we have it? Have it and keep it I say. Will never forget the... https://t.co/5QRN6acrBL'"
,
27-06-2018 23:13,b'@hadiabulrub @DiegoAMaradona This stolen victory left Argentina cursed. If the #VAR technology was there (at that t... https://t.co/tLkHVoSxMH'
,
27-06-2018 23:11,b'@RobbieSavage8 It doesnt. The decision rests with the referee and with VAR he now has an additional tool to help m... https://t.co/gqTGMJ8PuP'
,
27-06-2018 23:11,b'#GERKOR Is it overly harsh to point out that neither of those decisions should have been anywhere near #VAR. The li... https://t.co/o9I13lcx8U'
,
27-06-2018 23:10,b'Pathetic really but makes it easy to watch 2 games simultaneously on different channels #VAR nonsense https://t.co/lVQaa6lQcG'
,
27-06-2018 23:03,b'Loved the South Korea reaction when VAR goal was given #scenes #VAR'
,
27-06-2018 23:00,b'#VAR ?\nSee social sentiment for the #WorldCup18 Video Assistant Referee - Learn more about how to conduct a sen... https://t.co/JsgFd62iGN'
,
27-06-2018 23:00,b'With the way things are going in the country I think we should start Using #VAR '
,
27-06-2018 22:56,"b'Just caught up with the German highlights and its absolutely hilarious.\nAs for our man Ozil, thought he did what h... https://t.co/T6AbSHgkoy'"
,
27-06-2018 22:55,b'@FIFAcom @FIFAWorldCup #VAR is amazing...fair is what we want...thanks for providing it\n\n#WorldCup #FifaWorldCup2018'
,
27-06-2018 22:51,b'South Koreas 1st goal last night showed best of VAR - a crucial call that would be very tough for anyone to spot i... https://t.co/CEbFmD8QVV'
,
27-06-2018 22:48,"b'Even though I knew the score, I still held my breath and then cheered at replay if #VAR decision #GERKOR #Germany'"
,
